,brand,model,submodel,year,location,price,gearbox,operations,body,gas,color,insidecolor
1878,جک,S5,1.5 لیتر اتوماتیک,1402,تهران ,1330.0,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
1879,فونیکس,تیگو 8 پرو مکس,اکسلنت,1402,کرج ,,1,6000,بدون رنگ,بنزینی,سفید,داخل قهوه ای
1880,کیا,سراتو (مونتاژ),2.0 لیتر ساده,1395,کرج ,,1,85000,یک لکه رنگ,بنزینی,سفید,داخل طوسی
1881,پژو,206,تیپ 2,1401,تهران ,457.0,0,10000,بدون رنگ,بنزینی,سفید,داخل مشکی
1882,پژو,2008,اتوماتیک,1398,تهران ,,1,26000,بدون رنگ,بنزینی,سفید,داخل مشکی
1883,تویوتا,پرادو  چهار در,6 سیلندر آنرود,1389,تهران ,,1,320000,چند لکه رنگ,بنزینی,سفید,داخل کرم
1884,هیوندای,آزرا (گرنجور),4 سیلندر,1398,تهران ,,1,19000,یک لکه رنگ,بنزینی,مشکی,داخل مشکی
1885,هیوندای,توسان,2.0 لیتر دو دیفرانسیل,1396,تهران ,,1,60000,بدون رنگ,بنزینی,قهوه ای,داخل مشکی
1886,هیوندای,i40,اتوماتیک,1394,تهران ,1790.0,1,115000,یک لکه رنگ,بنزینی,سفید,داخل مشکی
1887,رنو,پی کی,دنده ای,1383,اصفهان ,,0,75000,بدون رنگ,بنزینی,کرم,داخل سربی
1888,میتسوبیشی,پاجرو چهار در,6 سیلندر,1395,تهران ,,1,20000,بدون رنگ,بنزینی,سفید,داخل کرم
1889,بنز,کلاس E,E240,1384,تهران ,,1,185000,کامل رنگ,بنزینی,طلائی,داخل کرم
1890,ب ام و,سری 7,730li,1396,تهران ,,1,14000,بدون رنگ,بنزینی,مشکی,داخل موکا
1891,هیوندای,اکسنت (مونتاژ),اتوماتیک,1397,تهران ,1340.0,1,,بدون رنگ,بنزینی,مشکی,داخل مشکی
1892,جک,S5,1.5 لیتر اتوماتیک,1400,تهران ,,1,34000,بدون رنگ,بنزینی,مشکی,داخل مشکی
1893,کیا,اپتیما,4 سیلندر GT لاین,1395,تبریز,2890.0,1,75200,بدون رنگ,بنزینی,سفید صدفی,داخل مشکی
1894,سانگ یانگ,تیوولی (مونتاژ),سولار,1400,تهران ,2050.0,1,5000,بدون رنگ,بنزینی,سفید,داخل مشکی
1895,فونیکس,FX,پریمیوم,1402,تهران ,1760.0,1,7500,بدون رنگ,بنزینی,سفید,داخل مشکی
1896,رنو,پارس تندر,دنده ای,1395,تهران ,470.0,0,133000,چند لکه رنگ,بنزینی,نوک مدادی,داخل خاکستری
1897,دوو,ماتیز,دنده ای,1381,تهران ,120.0,0,250000,دو لکه رنگ,بنزینی,بژ,داخل طوسی
1898,رانا,پلاس,دنده ای,1402,اصفهان ,520.0,0,0,بدون رنگ,بنزینی,نوک مدادی,داخل مشکی
1899,کوییک,R پلاس,اتوماتیک,1402,تهران ,452.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
1900,پراید,132,SE,1390,یزد,,0,270000,دو لکه رنگ,بنزینی,نوک مدادی,داخل خاکستری
1901,هیوندای,جنسیس,اتوماتیک,1390,تهران ,,1,119000,چند لکه رنگ,بنزینی,سرمه ای,داخل موکا
1902,پژو,پارس,XU7,1388,تهران ,267.0,0,350000,بدون رنگ,بنزینی,سفید,داخل مشکی
1903,چری,آریزو 5T,IE,1401,تهران ,1050.0,1,4500,بدون رنگ,بنزینی,سفید,داخل مشکی
1904,آریسان,دوگانه سوز,1.7 لیتر,1395,قائم شهر,213.0,0,120000,دو لکه رنگ,دوگانه سوز,سفید,داخل مشکی
1905,مزدا,3 نیو صندوق دار,2.0 لیتر تیپ 4,1397,تهران ,1700.0,1,71000,بدون رنگ,بنزینی,سفید,داخل مشکی
1906,فونیکس,تیگو 8 پرو,پرمیوم,1401,تهران ,1670.0,1,1900,بدون رنگ,بنزینی,مشکی,داخل مشکی
1907,رنو,مگان (مونتاژ),2000,1390,قزوین ,600.0,1,232000,دور رنگ,بنزینی,سفید,داخل کرم
1908,پژو,207,پانوراما اتوماتیک TU5P,1402,تهران ,540.0,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
1909,تویوتا,لندکروز چهار در,6 سیلندر 4.0,1391,تهران ,,1,130000,بدون رنگ,بنزینی,سفید صدفی,داخل مشکی
1910,برلیانس,H330,1.65 اتوماتیک,1397,تهران ,,1,53000,یک لکه رنگ,بنزینی,سفید,داخل مشکی
1911,پژو,206 SD,V8,1396,قائم شهر,,0,95000,یک لکه رنگ,بنزینی,سفید,داخل مشکی
1912,ام وی ام,X33 S,گیربکس CVT,1399,تهران ,800.0,1,66000,یک لکه رنگ,بنزینی,سفید,داخل مشکی
1913,هیوندای,سانتافه,4 سیلندر دو دیفرانسیل,1394,تهران ,2580.0,1,81000,بدون رنگ,بنزینی,سفید,داخل مشکی
1914,فونیکس,تیگو 8 پرو,پرمیوم,1401,تهران ,1400.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مارون
1915,پژو,207,اتوماتیک TU5P,1402,تهران ,557.0,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
1916,لیفان,X50,دنده ای,1395,همدان,435.0,0,117000,بدون رنگ,بنزینی,مشکی,داخل مشکی
1917,ام وی ام,X33 S,5 سرعته اتوماتیک,1400,اصفهان ,,1,26000,یک لکه رنگ,بنزینی,سفید,داخل قهوه ای
1918,دیگنیتی,پرستیژ,اتوماتیک,1401,تهران ,1950.0,1,0,بدون رنگ,بنزینی,سفید,داخل مارون
1919,تیبا,صندوق دار,SX بنزینی,1397,تهران ,270.0,0,37000,بدون رنگ,بنزینی,نوک مدادی,داخل خاکستری
1920,پژو,206,تیپ 3 پانوراما,1401,تهران ,512.0,0,0,بدون رنگ,بنزینی,سفید,داخل نوک مدادی
1921,ام وی ام,X22,دنده ای اسپرت اکسلنت,1400,اصفهان ,670.0,0,44000,بدون رنگ,بنزینی,نوک مدادی,داخل مشکی
1922,چانگان,CS 35 (مونتاژ),اتوماتیک,1398,تهران ,850.0,1,83200,بدون رنگ,بنزینی,سفید,داخل مشکی
1923,هیوندای,آزرا (گرنجور),4 سیلندر,1398,تهران ,4500.0,1,50000,بدون رنگ,بنزینی,سفید,داخل مشکی
1924,هیوندای,النترا,2.0 لیتر,1396,تهران ,2250.0,1,45000,بدون رنگ,بنزینی,سفید,داخل مشکی
1925,سیتروئن,C3 (مونتاژ),اتوماتیک,1398,تهران ,1650.0,1,40000,بدون رنگ,بنزینی,سفید,داخل مشکی
1926,هایما,S7,1.8 لیتر توربو پلاس,1402,تهران ,1375.0,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
1927,تویوتا,کمری هیبرید,XLE,1394,اصفهان ,,1,120000,بدون رنگ,هیبریدی,سفید,داخل مشکی
1928,سمند,LX,EF7 دوگانه سوز,1395,مشهد ,,0,130000,چند لکه رنگ,دوگانه سوز,سفید,داخل کرم
1929,هیوندای,سانتافه,4 سیلندر دو دیفرانسیل,1396,اصفهان ,,1,85000,بدون رنگ,بنزینی,سفید,داخل موکا
1930,کیا,اسپورتیج,4 سیلندر ساده,1394,اصفهان ,,1,50000,بدون رنگ,بنزینی,سفید,داخل مشکی
1931,لکسوس,LX,570,1392,اصفهان ,,1,100000,بدون رنگ,بنزینی,مشکی,داخل مشکی
1932,پژو,206,تیپ 2,1401,تهران ,462.0,0,12000,بدون رنگ,بنزینی,سفید,داخل مشکی
1933,هیوندای,سانتافه,4 سیلندر دو دیفرانسیل,1396,اصفهان ,,1,40000,بدون رنگ,بنزینی,سفید,داخل مشکی
1934,مینی,کلاب من,S,1397,اصفهان ,,1,30000,بدون رنگ,بنزینی,کرم,داخل مشکی
1935,پراید,111,SL,1389,تهران ,188.0,0,187000,بدون رنگ,بنزینی,نوک مدادی,داخل طوسی
1936,ب ام و,X5,50,1392,تهران ,,1,80000,بدون رنگ,بنزینی,مشکی,داخل کرم
1937,ولوو,XC90,اینسکریپشن,1395,تهران ,,1,80000,بدون رنگ,بنزینی,بژ,داخل مشکی
1938,ب ام و,سری 7,730li,1396,تهران ,,1,35000,بدون رنگ,بنزینی,سفید,داخل موکا
1939,ب ام و,سری 3 کروک,330i,1388,تهران ,,1,100000,بدون رنگ,بنزینی,سفید,داخل نارنجی
1940,پورشه,ماکان,اتوماتیک,1396,تهران ,,1,50000,یک لکه رنگ,بنزینی,مشکی,داخل مشکی
1941,پورشه,کاین,توربو,1392,تهران ,,1,80000,بدون رنگ,بنزینی,قهوه ای,داخل سفید
1942,تویوتا,راوفور,دو دیفرانسیل,1397,تهران ,,1,100000,بدون رنگ,بنزینی,سفید,داخل قهوه ای
1943,پورشه,ماکان,اتوماتیک,1397,تهران ,,1,0,بدون رنگ,بنزینی,مشکی,داخل قرمز
1944,مینی,کوپر,5 در S,1397,تهران ,,1,,بدون رنگ,بنزینی,قرمز,داخل مشکی
1945,تویوتا,لندکروز چهار در,8 سیلندر 4.7,1387,تهران ,,1,250000,دو لکه رنگ,بنزینی,نقره ای,داخل کرم
1946,مازراتی,گرن توریسمو,S,1391,تهران ,,1,,بدون رنگ,بنزینی,مشکی,داخل قهوه ای
1947,ب ام و,سری 5 سدان,528i,1393,تهران ,,1,130000,کاپوت تعویض,بنزینی,سفید,داخل موکا
1948,پژو,پارس,XU7,1400,تهران ,445.0,0,24000,بدون رنگ,بنزینی,مشکی,داخل کرم
1949,زامیاد,وانت نیسان,بنزین,1401,رشت ,567.0,0,10000,بدون رنگ,بنزینی,آبی,داخل مشکی
1950,پژو,پارس,LX,1398,ورامین,400.0,0,88000,بدون رنگ,بنزینی,سفید,داخل قهوه ای
1951,رنو,کولیوس,اتوماتیک,1397,بندرانزلی ,2900.0,1,65000,بدون رنگ,بنزینی,نقره ای,داخل مشکی
1952,پورشه,ماکان,اتوماتیک,1396,تهران ,,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
1953,هیوندای,وراکروز,اتوماتیک,1392,تهران ,,1,94000,یک لکه رنگ,بنزینی,سفید,داخل مارون
1954,تویوتا,کمری,GLX,1392,تهران ,,1,35000,بدون رنگ,بنزینی,نقره ای,داخل کرم
1955,بنز,کلاس C,C200,1393,تهران ,,1,110000,بدون رنگ,بنزینی,سفید,داخل مشکی
1956,هیوندای,وراکروز,اتوماتیک,1392,تهران ,,1,95000,یک لکه رنگ,بنزینی,سفید,داخل مارون
1957,کی ام سی,K7,اتوماتیک,1402,ری,1625.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
1958,کوییک,دنده ای,دنده ای,1401,تهران ,315.0,0,37000,بدون رنگ,بنزینی,سفید,داخل مشکی
1959,هیوندای,جنسیس کوپه,اتوماتیک,1392,اصفهان ,2250.0,1,2013,یک لکه رنگ,بنزینی,زرد,داخل مشکی
1960,هیوندای,توسان,2.0 لیتر دو دیفرانسیل,1397,تهران ,4500.0,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
1961,مزدا,3 نیو صندوق دار,2.0 لیتر تیپ 4,1398,تهران ,2050.0,1,12000,بدون رنگ,بنزینی,سفید,داخل مشکی
1962,لاماری,ایما,اتوماتیک,1402,تهران ,1590.0,1,0,بدون رنگ,بنزینی,قرمز,داخل نوک مدادی
1963,فونیکس,FX,پریمیوم,1402,تهران ,1850.0,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
1964,بنز,کلاس C,C200,1392,تهران ,,1,124000,بدون رنگ,بنزینی,سفید,داخل مشکی
1965,نیسان,ماکسیما,اتوماتیک,1385,اصفهان ,,1,320000,دور رنگ,بنزینی,سفید,داخل کرم
1966,پژو,206,تیپ 2,1386,چالوس,250.0,0,280000,بدون رنگ,بنزینی,سفید,داخل مشکی
1967,کیا,سراتو کوپ,اتوماتیک,1395,مشهد ,1550.0,1,110000,دو لکه رنگ,بنزینی,نقره ای,داخل خاکستری
1968,سیتروئن,C3 (مونتاژ),اتوماتیک,1397,تهران ,,1,15800,بدون رنگ,بنزینی,سفید,داخل مشکی
1969,بنز,کلاس CLS,CLS350,1391,تهران ,6380.0,1,168000,کاپوت تعویض,بنزینی,سفید,داخل کرم
1970,هیوندای,آزرا (گرنجور),6 سیلندر,1391,تهران ,2130.0,1,140000,بدون رنگ,بنزینی,سفید,داخل مشکی
1971,دیگنیتی,پرستیژ,اتوماتیک,1402,تهران ,2043.0,1,0,بدون رنگ,بنزینی,سفید,داخل مارون
1972,تویوتا,C-HR هیبرید,اتوماتیک,1396,تهران ,,1,67000,بدون رنگ,هیبریدی,نقره ای,داخل مشکی
1973,سانگ یانگ,تیوولی (مونتاژ),اسپشیال (توربو),1402,تهران ,,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
1974,جک,جی 5,1.8 لیتر اتوماتیک,1394,گرمسار ,,1,200000,چند لکه رنگ,بنزینی,سفید,داخل مشکی
1975,ب ام و,سری 3 سدان,328i,1393,تهران ,3000.0,1,135000,بدون رنگ,بنزینی,سفید,داخل مشکی
1976,ب ام و,سری 5 سدان,528i,1394,تهران ,5300.0,1,120000,بدون رنگ,بنزینی,سفید,داخل مارون
1977,نیسان,ماکسیما,اتوماتیک,1389,تهران ,1080.0,1,229000,دو لکه رنگ,بنزینی,سفید,داخل کرم
1978,پژو,207,پانوراما دنده ای,1400,تهران ,580.0,0,30000,بدون رنگ,بنزینی,سفید,داخل مشکی
1979,پژو,207,دنده ای,1402,نجف آباد,620.0,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
1980,تویوتا,پرادو دو در,6 سیلندر,1386,تهران ,,1,230000,بدون رنگ,بنزینی,بژ,داخل کرم
1981,نیسان,رونیز,دنده ای,1389,تهران ,,0,59000,بدون رنگ,بنزینی,مشکی,داخل مشکی
1982,هیوندای,i20 (مونتاژ),اتوماتیک,1396,تهران ,,1,46000,بدون رنگ,بنزینی,قهوه ای,داخل مشکی
1983,هیوندای,سوناتا هیبرید,تیپ 3 (GLS Plus),1397,تهران ,,1,50000,بدون رنگ,هیبریدی,سفید,داخل مشکی
1984,هیوندای,النترا,1.8 لیتر,1394,تهران ,,1,85000,یک لکه رنگ,بنزینی,سفید,داخل مشکی
1985,کیا,اپتیما,4 سیلندر ساده,1394,تهران ,,1,70000,بدون رنگ,بنزینی,مشکی,داخل مشکی
1986,سمند,LX,XU7,1397,اصفهان ,359.0,0,176000,گلگیر رنگ,بنزینی,سفید,داخل خاکی
1987,جک,S5,2.0 لیتر اتوماتیک,1398,تهران ,,1,85000,بدون رنگ,بنزینی,سفید,داخل مشکی
1988,هیوندای,توسان,2.0 لیتر دو دیفرانسیل,1396,تهران ,,1,90000,بدون رنگ,بنزینی,مشکی,داخل مشکی
1989,بنز,کلاس C,C200,1393,تهران ,,1,41000,بدون رنگ,بنزینی,قهوه ای,داخل شتری
1990,پراید,صندوق دار,دنده ای,1389,تهران ,112.0,0,480000,چند لکه رنگ,دوگانه سوز,مشکی,داخل مشکی
1991,هیوندای,النترا (مونتاژ),اتوماتیک,1397,تهران ,,1,11000,بدون رنگ,بنزینی,مشکی,داخل مشکی
1992,تویوتا,اریون,گرند,1392,تهران ,,1,100000,دو لکه رنگ,بنزینی,سفید,داخل کرم
1993,تویوتا,پرادو  چهار در,6 سیلندر آفرود,1392,تهران ,,1,140000,بدون رنگ,بنزینی,سفید,داخل کرم
1994,ام وی ام,X33,اتوماتیک,1395,گرمسار ,,1,95000,بدون رنگ,بنزینی,سفید,داخل مشکی
1995,ب ام و,X3,28,1393,تهران ,,1,58000,بدون رنگ,بنزینی,مشکی,داخل قرمز
1996,رنو,داستر,PE دیفرانسیل جلو,1394,تهران ,,1,49000,بدون رنگ,بنزینی,مشکی,داخل مشکی
1997,تویوتا,کمری,گرند,1385,تهران ,,1,66000,بدون رنگ,بنزینی,نقره ای,داخل خاکستری
1998,کیا,اسپورتیج,4 سیلندر ساده,1393,ساری,2150.0,1,135000,بدون رنگ,بنزینی,سفید,داخل مشکی
1999,پراید,131,SE,1399,تهران ,,0,0,بدون رنگ,بنزینی,سفید,داخل خاکستری
2000,جک,S5,2.0 لیتر دنده ای,1394,تهران ,765.0,0,170000,صافکاری بدون رنگ,بنزینی,سفید,داخل مشکی
2001,ام وی ام,110,3 سیلندر,1387,تهران ,,0,110000,چند لکه رنگ,بنزینی,نقره ای,داخل نقره ای
2002,پژو,206 SD,V8,1397,تهران ,419.0,0,139000,بدون رنگ,بنزینی,خاکستری,داخل مشکی
2003,زوتی,آریو,1.6 لیتر اتوماتیک,1397,میاندوآب,,1,24000,بدون رنگ,بنزینی,سفید,داخل مشکی
2004,هیوندای,سوناتا,چهار سیلندر اتوماتیک,1389,اصفهان ,1320.0,1,290000,بدون رنگ,بنزینی,سفید صدفی,داخل کرم
2005,پژو,207,دنده ای,1401,چالوس,,0,11000,بدون رنگ,بنزینی,مشکی,داخل مشکی
2006,تویوتا,لندکروز چهار در,6 سیلندر 4.0,1392,مشهد ,12500.0,1,117000,بدون رنگ,بنزینی,مشکی,داخل مشکی
2007,لکسوس,RX,350,1392,تهران ,4750.0,1,190000,گلگیر رنگ,بنزینی,سفید,داخل مشکی
2008,دنا,پلاس,اتوماتیک توربو,1400,کرج ,693.0,1,33000,بدون رنگ,بنزینی,سفید,داخل مشکی
